Feature,54734
可加热喷水嘴,-
变速箱类型,手自一体变速箱(AT)
变速箱,8挡手自一体
发动机电子防盗,●
发动机布局,纵置
发动机型号,B58B30C
发动机启停技术,-
发动机,3.0T 286马力 L6
压缩比,11
厂商指导价(元),85.99万
厂商,宝马(进口)
卫星导航系统,●
助力类型,电动助力
加热/制冷杯架,
副驾驶位后排可调节按钮,-
副座椅调节方式,
前轮距(mm),1678
前轮胎规格,275/45 R20
前排座椅功能,
前悬架类型,双叉臂式独立悬架
前大灯雨雾模式,-
前制动器类型,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-
前/后中央扶手,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●
制动能量回收系统,●
制动力分配(EBD/CBC等),●
内置行车记录仪,○
内后视镜功能,
全液晶仪表盘,●
倒车车侧预警系统,○
供油方式,直喷
低速行车警告,●
主座椅调节方式,
主动降噪,-
主动闭合式进气格栅,●
主动刹车/主动安全系统,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●
中控彩色屏幕,
中控屏幕尺寸,
中央差速器结构,多片离合器
上市时间,2021.11
上坡辅助,●
USB/Type-C接口数量,
OTA升级,●
NEDC综合油耗(L/100km),2.2
NEDC纯电续航里程(km)_y,85
NEDC纯电续航里程(km)_x,85
LED日间行车灯,●
ISOFIX儿童座椅接口,●
HUD抬头数字显示,○
ABS防抱死,●
4G/5G网络,
220V/230V电源,-
