Feature,61136,61137,61138,61139,61140,61141,61142,61143,61144,61145,61146,61147,61149,61150,63031,63088,63089,63148,63149,63150,63151,63152,63153,63154,63155,63156
厂商,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪,一汽奥迪
卫星导航系统,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○
助力类型,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副驾驶位后排可调节按钮,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
副座椅调节方式,,,,,,,,,,,,,,,,,,,,,,,,,,
前轮距(mm),1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543,1543
前轮胎规格,225/45 R17,225/45 R17,225/40 R18,225/40 R18,225/40 R18,225/40 R18,225/45 R17,225/45 R17,225/40 R18,225/40 R18,225/40 R18,225/40 R18,225/40 R18,225/40 R18,225/40 R18,225/45 R17,225/40 R18,225/45 R17,225/40 R18,225/40 R18,225/40 R18,225/40 R18,225/45 R17,225/45 R17,225/40 R18,225/40 R18
前方碰撞预警,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前排座椅功能,,,,,,,,,,,,,,,,,,,,,,,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前○&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○,前●&nbsp;/&nbsp;后○
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
内后视镜功能,,,,,,,,,,,,,,,,,,,,,,,,,,
全液晶仪表盘,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
倒车车侧预警系统,-,-,○,○,●,●,-,-,○,○,●,●,○,○,○,-,○,-,○,●,●,○,-,-,●,●
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,,,,,,,,,,,,,,,
主动降噪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动闭合式进气格栅,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
主动刹车/主动安全系统,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
主/副驾驶座电动调节,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主○&nbsp;/&nbsp;副○,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,,,,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,,,,,,,,,,,,,,,
中央差速器结构,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
上市时间,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02,2023.02,-,-,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05,2023.05
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
WLTC综合油耗(L/100km),6.47,6.47,6.54,6.54,6.54,6.54,6.19,6.19,6.32,6.32,6.32,6.32,6.54,6.32,6.54,6.47,6.32,6.47,6.54,6.54,6.54,6.32,6.19,6.19,6.32,6.32
USB/Type-C接口数量,,,,,,,,,,,,,,,,,,,,,,,,,,
OTA升级,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
LED日间行车灯,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
HUD抬头数字显示,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○
ETC装置,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○,○
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,,,,,,,,,,,,,,,,,,,,,,,,,
220V/230V电源,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
