Feature,1007276,1007277,1007278
高度(mm),1860,1860,1860
驱动方式,前置后驱,前置后驱,前置后驱
零胎压继续行驶,-,-,-
陡坡缓降,-,-,-
防紫外线玻璃,-,-,-
长度(mm),4425,4425,4425
长*宽*高(mm),4425×1670×1860,4425×1670×1860,4425×1670×1860
铝合金轮圈,-,●,-
配气机构,DOHC,DOHC,DOHC
遮阳板化妆镜,-,●,-
遥控钥匙,●,●,○
道路救援呼叫,-,-,-
远光灯,卤素,卤素,卤素
进气形式,自然吸气,自然吸气,自然吸气
近光灯,卤素,卤素,卤素
运动风格座椅,-,-,-
运动外观套件,-,-,-
轴距(mm),2850,2850,2850
转向辅助灯,-,-,-
转向头灯,-,-,-
车顶行李架,-,-,-
车门数(个),5,5,5
车载电视,-,-,-
车载冰箱,-,-,-
车身结构_y,货车,客车,客车
车身结构_x,货车,客车,客车
车身稳定控制(ESC/ESP/DSC等),-,-,-
车窗防夹手功能,-,-,-
车型名称,五菱宏光V 2019款 1.5L基本型封窗车L2B,五菱宏光V 2019款 1.5L标准型L2B,五菱宏光V 2019款 1.5L基本型L2B
车内空气调节/花粉过滤,-,-,-
车内氛围灯,-,-,-
车内中控锁,●,●,○
车体结构,承载式,承载式,承载式
货箱尺寸(mm),-,-,-
行车电脑显示屏,-,-,-
行程(mm),-,-,-
蓝牙/车载电话,-,-,-
自适应远近光,-,-,-
自动驻车,-,-,-
自动头灯,-,-,-
膝部气囊,-,-,-
腰部支撑调节,-,-,-
能源类型,汽油,汽油,汽油
胎压监测装置,○,○,○
肩部支撑调节,-,-,-
缸盖材料,铝合金,铝合金,铝合金
缸径(mm),-,-,-
缸体材料,未知,未知,未知
级别,微面,微面,微面
简称,5挡手动,5挡手动,5挡手动
第二排靠背角度调节,-,-,-
第二排座椅移动,-,-,-
第三排座椅,-,2座,2座
空调控制方式,手动○,手动●,手动○
空气悬架,-,-,-
皮质方向盘,-,-,-
电动座椅记忆,-,-,-
电动天窗,-,-,-
电动吸合门,-,-,-
电动后备厢,-,-,-
环保标准,国V,国V,国V
牵引力控制(ASR/TCS/TRC等),-,-,-
燃油标号,92号,92号,92号
燃料形式,汽油,汽油,汽油
温度分区控制,-,-,-
油箱容积(L),45,45,45
气缸数(个),4,4,4
气缸排列形式,L,L,L
每缸气门数(个),4,4,4
最高车速(km/h),-,-,-
最小离地间隙(mm),-,-,-
最大马力(Ps),105,105,105
最大载重质量(kg),-,-,-
最大扭矩转速(rpm),3600-4000,3600-4000,3600-4000
最大扭矩(N·m)_y,147,147,147
最大扭矩(N·m)_x,147,147,147
