Feature,53863,54970,54971,54973
能源类型,汽油,汽油,汽油,汽油
胎压监测功能,,,,
缺气保用轮胎,-,-,-,-
缸盖材料,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金
级别,中型车,中型车,中型车,中型车
简称,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
第二排独立座椅,-,-,-,-
第二排座椅调节,-,-,-,
第二排座椅电动调节,-,-,-,●
第二排座椅功能,-,-,-,
空调温度控制方式,,,,
空气悬架,-,-,-,-
离去角(°),14,13,14,14
疲劳驾驶提示,-,-,-,-
电磁感应悬架,-,-,-,-
电动扰流板,-,-,-,-
电动座椅记忆功能,,-,-,
电动吸合车门,-,-,-,-
电动后备厢位置记忆,-,-,-,-
电动后备厢,●,-,-,●
环保标准_y,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●
燃油标号,95号,92号,95号,95号
燃料形式,汽油,汽油,汽油,汽油
灯光特色功能,-,-,-,-
温度分区控制,●,●,●,●
液晶仪表尺寸,,,,
油箱容积(L),60,55,60,60
气缸数(个),4,4,4,4
气缸排列形式,L,L,L,L
每缸气门数(个),4,4,4,4
最高车速(km/h),235,205,235,-
最大马力(Ps),237,169,237,237
最大满载质量(kg),2085,1995,2085,2085
最大扭矩转速(rpm),1500-4000,1700-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,350,250,350,350
最大扭矩(N·m)_x,350,250,350,350
最大功率转速(rpm),5000,5600,5000,5000
最大功率(kW)_y,174,124,174,174
最大功率(kW)_x,174,124,174,174
最大净功率(kW),169,119,169,169
无钥匙进入功能,,,,
无钥匙启动系统,●,●,●,●
方向盘记忆,-,-,-,-
方向盘材质,,,,
方向盘换挡,●,●,●,●
方向盘加热,-,-,-,-
方向盘位置调节,,,,
整车质保,三年或10万公里,三年或10万公里,三年或10万公里,三年或10万公里
整备质量(kg),1600,1535,1600,1640
整体主动转向系统,-,-,-,-
接近角(°),13,13,13,13
排量(mL),1998,1490,1998,1998
换挡形式,,,,
挡位个数,9,9,9,9
扬声器数量,,,,
扬声器品牌名称,,-,-,
手机无线充电功能,-,-,-,-
手机互联/映射,,,,
手机APP远程控制,,,,
手势控制,-,-,-,-
感应雨刷功能,,-,-,
感应后备厢,-,-,-,-
座椅材质,,,,
座位数(个),5,5,5,5
并线辅助,●,●,●,●
巡航系统,,,,
导航路况信息显示,●,●,●,●
宽度(mm),1866,1866,1866,1866
官方0-100km/h加速(s),7.2,9.6,7.2,-
安全带未系提醒,,,,
天窗类型,,,,
大灯高度可调,●,●,●,●
大灯清洗装置,-,-,-,-
大灯延时关闭,●,●,●,●
多层隔音玻璃,,,,
多媒体/充电接口,,,,
多功能方向盘,●,●,●,●
外后视镜功能,,,,
备胎规格,非全尺寸,非全尺寸,非全尺寸,非全尺寸
地图品牌,,,,
后风挡遮阳帘,-,-,-,●
后雨刷,-,-,-,-
后轮距(mm),1602,1602,1602,1602
后轮胎规格,245/45 R19,235/55 R17,235/50 R18,245/45 R19
后排独立空调,-,-,-,●
后排液晶屏幕,-,-,-,-
后排杯架,●,●,●,●
后排控制多媒体,-,-,-,●
后排座椅电动放倒,-,-,-,-
后排座椅放倒形式,,,,-
后排小桌板,-,-,-,-
后排侧隐私玻璃,-,-,-,-
后排侧窗遮阳帘,-,-,-,-
后悬架类型,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架,多连杆式独立悬架
后座出风口,●,●,●,●
后备厢容积(L),523,523,523,472
后制动器类型,盘式,盘式,盘式,盘式
可变转向比,-,-,-,-
可变悬架功能,-,-,-,
可加热喷水嘴,-,-,-,-
变速箱类型,手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT),手自一体变速箱(AT)
变速箱,9挡手自一体,9挡手自一体,9挡手自一体,9挡手自一体
发动机电子防盗,●,●,●,●
发动机特有技术,可变缸技术,-,可变缸技术,可变缸技术
发动机布局,横置,横置,横置,横置
发动机型号,LSY,LFV,LSY,LSY
发动机启停技术,●,●,●,●
发动机,2.0T 237马力 L4,1.5T 169马力 L4,2.0T 237马力 L4,2.0T 237马力 L4
厂商指导价(元),26.58万,21.98万,23.98万,28.98万
厂商,上汽通用别克,上汽通用别克,上汽通用别克,上汽通用别克
卫星导航系统,●,●,●,●
助力类型,电动助力,电动助力,电动助力,电动助力
加热/制冷杯架,-,-,-,-
副驾驶位后排可调节按钮,●,-,-,●
副座椅调节方式,,,,
前轮距(mm),1599,1599,1599,1599
前轮胎规格,245/45 R19,235/55 R17,235/50 R18,245/45 R19
前方碰撞预警,●,-,-,●
前排座椅功能,,,,
前悬架类型,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架,麦弗逊式独立悬架
前大灯雨雾模式,-,-,-,-
前制动器类型,通风盘式,通风盘式,通风盘式,通风盘式
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排侧气囊,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
刹车辅助(EBA/BAS/BA等),●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●
内置行车记录仪,-,-,-,●
内后视镜功能,,,,
全液晶仪表盘,-,-,-,-
倒车车侧预警系统,●,●,●,●
供油方式,直喷,直喷,直喷,直喷
主座椅调节方式,,,,
主动降噪,●,●,●,●
主动闭合式进气格栅,●,●,●,●
主动刹车/主动安全系统,●,-,-,●
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,
中控屏幕尺寸,,,,
上市时间,2021.10,2021.10,2021.10,2021.10
上坡辅助,●,●,●,●
Wi-Fi热点,●,●,●,●
WLTC综合油耗(L/100km),7.42,6.96,7.42,7.42
USB/Type-C接口数量,,,,
OTA升级,●,●,●,●
NEDC综合油耗(L/100km),6.9,6.5,6.9,6.9
LED日间行车灯,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●
HUD抬头数字显示,●,-,-,●
ABS防抱死,●,●,●,●
4G/5G网络,,,,
220V/230V电源,-,-,-,-
