Feature,62860,62861,62862,62863,62864,63527,64151,64152,64153,64531,65084,66568
车体结构,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式,承载式
超声波雷达数量,,,,,,-,-,-,-,-,,
负离子发生器,-,-,-,-,-,●,●,●,●,●,-,-
语音识别控制系统,,-,-,,,-,,,,,-,-
行车电脑显示屏幕,,,,,,,,,,,,
蓝牙/车载电话,●,●,●,●,●,●,●,●,●,●,●,●
自适应远近光,●,-,-,-,●,-,-,●,●,-,-,-
自动驻车,●,●,●,●,●,●,●,●,●,●,●,●
自动泊车入位,●,-,-,-,-,-,-,-,●,-,-,-
自动头灯,●,●,●,●,●,●,●,●,●,●,●,●
自动变道辅助,●,-,-,-,-,-,-,-,-,-,-,-
能源类型_y,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
能源类型_x,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油,汽油
胎压监测功能,,,,,,,,,,,,
缸盖材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
缸体材料,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金,铝合金
级别,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV,紧凑型SUV
简称,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
第二排座椅调节,-,-,-,-,-,-,-,-,-,-,-,-
空调温度控制方式,,,,,,,,,,,,
离去角(°),26,26,26,26,26,26,26,26,26,26,26,26
疲劳驾驶提示,-,-,-,-,-,-,-,-,-,-,-,-
电动座椅记忆功能,,-,-,-,-,-,-,-,-,-,-,-
电动后备厢位置记忆,-,-,-,-,-,-,-,●,●,-,-,○
电动后备厢,●,-,-,-,●,-,-,●,●,-,○,○
环保标准_y,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
环保标准_x,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI,国VI
牵引力控制(ASR/TCS/TRC等),●,●,●,●,●,●,●,●,●,●,●,●
燃油标号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号,92号
温度分区控制,-,-,-,-,-,-,-,-,-,-,-,-
液晶仪表尺寸,,,,,,,,,,,,
油箱容积(L),55,55,55,55,55,55,55,55,55,55,55,55
气缸数(个),4,4,4,4,4,4,4,4,4,4,4,4
气缸排列形式,L,L,L,L,L,L,L,L,L,L,L,L
毫米波雷达数量,,-,-,-,-,-,-,-,-,-,-,-
每缸气门数(个),4,4,4,4,4,4,4,4,4,4,4,4
最高车速(km/h),180,180,180,180,180,195,195,195,195,195,180,180
最大马力(Ps),197,197,197,197,197,197,197,197,197,197,197,197
最大满载质量(kg),1925,1875,1875,1925,1925,1875,1925,1925,1925,1925,1875,1875
最大扭矩转速(rpm),2000-4000,1500-4000,1500-4000,2000-4000,2000-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000,1500-4000
最大扭矩(N·m)_y,300,285,285,300,300,285,285,285,285,285,285,285
最大扭矩(N·m)_x,300,285,285,300,300,285,285,285,285,285,285,285
最大功率转速(rpm),5200,5600,5600,5200,5200,5600,5600,5600,5600,5600,5600,5600
最大功率(kW)_y,145,145,145,145,145,145,145,145,145,145,145,145
最大功率(kW)_x,145,145,145,145,145,145,145,145,145,145,145,145
最大净功率(kW),140,130,130,140,140,130,130,130,130,130,130,130
无钥匙进入功能,,-,-,,,-,,,,,-,-
无钥匙启动系统,●,-,●,●,●,●,●,●,●,●,●,●
方向盘记忆,-,-,-,-,-,-,-,-,-,-,-,-
方向盘材质,,,,,,,,,,,,
方向盘换挡,-,-,-,-,-,-,-,-,-,-,-,-
方向盘加热,-,-,-,-,-,-,-,-,-,-,-,-
方向盘位置调节,,,,,,,,,,,,
整车质保,,,,,,,,,,,,-
整备质量(kg),1550,1500,1500,1550,1550,1500,1550,1550,1550,1550,1500,1500
摄像头数量,,-,,,,-,-,-,-,-,,
接近角(°),17,17,17,17,17,17,17,17,17,17,17,17
排量(mL),1476,1481,1481,1476,1476,1481,1481,1481,1481,1481,1481,1481
换挡形式,,,,,,,,,,,,
挡位个数,7,7,7,7,7,7,7,7,7,7,7,7
扬声器数量,,,,,,,,,,,,
扬声器品牌名称,-,-,-,-,-,-,-,-,-,-,-,-
手机无线充电功能,,-,-,-,-,-,-,-,,-,-,-
手机互联/映射,-,,,-,-,,-,-,-,-,,
手机APP远程功能,,-,-,,,-,,,,,-,-
感应雨刷功能,,-,-,-,-,-,-,-,,-,-,-
感应后备厢,●,-,-,-,-,-,-,-,●,-,-,-
座椅材质,,,,,,,,,,,,
座位数(个),,,,,,,,,,,,
并线辅助,-,-,-,-,-,-,-,-,-,-,-,-
巡航系统,,-,,,,,,,,,,
导航路况信息显示,●,-,-,●,●,-,-,-,-,-,-,-
宽度(mm),1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860,1860
官方0-100km/h加速(s),8.8,9.5,9.5,8.8,8.8,9.5,9.5,9.5,9.5,9.5,9.5,9.5
安全带未系提醒,,,,,,,,,,,,
天窗类型,,,,,,,,,,,,
大灯高度可调,●,●,●,●,●,●,●,●,●,●,●,●
大灯延时关闭,●,●,●,●,●,●,●,●,●,●,●,●
多媒体/充电接口,,,,,,,,,,,,
多功能方向盘,●,●,●,●,●,●,●,●,●,●,●,●
外后视镜功能,,,,,,,,,,,,
备胎规格,,,,,,,,,,,,
地图品牌,,-,-,,,-,-,-,-,-,-,-
后雨刷,●,-,-,●,●,-,●,●,●,●,-,●
后轮距(mm),1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595,1595
后轮胎规格,,,,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-,-,-,-
后排杯架,●,-,-,●,●,-,●,●,●,●,-,-
后排座椅放倒形式,,,,,,,,,,,,
后排侧隐私玻璃,-,-,-,-,-,-,●,●,●,●,-,-
后悬架类型,,,,,,,,,,,,
后座出风口,●,●,●,●,●,●,●,●,●,●,●,-
后备厢容积(L),-,-,-,-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,,,,
变速箱类型,湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT),湿式双离合变速箱(DCT)
变速箱,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合,7挡湿式双离合
发动机电子防盗,●,●,●,●,●,●,●,●,●,●,●,●
发动机特有技术,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT,DVVT
发动机布局,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置,横置
发动机型号,DFMC15TP1,4A95TD,4A95TD,DFMC15TP1,DFMC15TP1,4A95TD,4A95TD,4A95TD,4A95TD,4A95TD,4A95TD,4A95TD
发动机,1.5T 197马力 L4,1.5T 197马力 L4,1.5T 197马力 L4,1.5T 197马力 L4,1.5T 197马力 L4,1.5T 197马力 L4,1.5T 197马力 L4,1.5T 197马力 L4,1.5T 197马力 L4,1.5T 197马力 L4,1.5T 197马力 L4,1.5T 197马力 L4
厂商指导价(元),13.99万,9.99万,10.69万,11.99万,12.99万,13.69万,11.49万,12.59万,13.69万,12.99万,12.49万,13.99万
厂商,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行,东风风行
卫星导航系统,●,-,-,●,●,-,●,●,●,●,-,-
助力类型,,,,,,,,,,,,
副驾驶位后排可调节按钮,●,-,-,-,-,-,-,●,●,-,-,-
副座椅调节方式,,,,,,,,,,,,
前轮距(mm),1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590,1590
前轮胎规格,,,,,,,,,,,,
前方碰撞预警,●,-,-,-,●,-,●,●,●,●,-,-
前排座椅功能,,-,-,-,,-,-,,,-,-,-
前悬架类型,,,,,,,,,,,,
前制动器类型,,,,,,,,,,,,
前/后驻车雷达,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●
前/后排头部气囊(气帘),前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后●,-,-,-,前●&nbsp;/&nbsp;后●,-,-,-
前/后排侧气囊,前●&nbsp;/&nbsp;后-,-,-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,-,-,-,前●&nbsp;/&nbsp;后-,-,-,-
前/后中央扶手,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后●,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
刹车辅助(EBA/BAS/BA等),●,●,●,●,●,●,●,●,●,●,●,●
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●,●,●,●
内置行车记录仪,●,-,-,-,-,-,-,●,●,-,-,-
内后视镜功能,,,,,,,,,,,,
全液晶仪表盘,●,-,-,-,●,-,-,●,●,-,-,●
倒车车侧预警系统,●,-,-,-,-,-,-,-,-,-,-,-
供油方式,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷,直喷
主座椅调节方式,,,,,,,,,,,,
主动刹车/主动安全系统,●,-,-,-,●,-,●,●,●,●,-,-
主/副驾驶座电动调节,主●&nbsp;/&nbsp;副●,-,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,-,主●&nbsp;/&nbsp;副-,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副-,-,主●&nbsp;/&nbsp;副-
主/副驾驶座安全气囊,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●,主●&nbsp;/&nbsp;副●
中控彩色屏幕,,,,,,,,,,,,
中控屏幕尺寸,,,,,,,,,,,,
上市时间,2023.05,2023.05,2023.05,2023.05,2023.05,2023.06,2023.08,2023.08,2023.08,2023.08,2023.09,2024.01
上坡辅助,●,●,●,●,●,●,●,●,●,●,●,●
Wi-Fi热点,●,-,-,●,●,-,●,●,●,●,-,-
WLTC综合油耗(L/100km),6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
USB/Type-C接口数量,,,,,,,,,,,,
OTA升级,●,-,-,●,●,-,●,●,●,●,-,-
NEDC综合油耗(L/100km),-,-,-,-,-,6.6,-,-,-,-,-,-
LED日间行车灯,●,-,●,●,●,●,●,●,●,●,●,●
ISOFIX儿童座椅接口,●,●,●,●,●,●,●,●,●,●,●,●
DOW开门预警,●,-,-,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●,●,●,●
4G/5G网络,,-,-,,,-,,,,,-,-
