Feature,1010902,1010903,1010904,1010905,1014285,1014286,1014287,1014288,1015032
后雨刷,-,-,-,-,-,-,-,-,-
后轮距(mm),-,-,-,-,-,-,-,-,-
后轮胎规格,,,,,,,,,
后电动机最大扭矩(N·m),265,265,265,265,265,265,265,265,265
后电动机最大功率(kW),75,75,75,75,75,75,75,75,75
后排车门开启方式,,,,,,,,,
后排独立空调,-,-,-,-,-,-,-,-,-
后排杯架,-,-,-,-,-,-,-,-,-
后排座椅放倒形式,-,-,-,-,-,-,-,-,-
后悬架类型,,,,,,,,,
后座出风口,-,-,-,-,-,-,-,-,-
后备厢容积(L),-,-,-,-,-,-,-,-,-
后制动器类型,,,,,,,,,
变速箱类型,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱,固定齿比变速箱
厂商指导价(元),17.18万,16.78万,15.78万,15.38万,17.58万,17.18万,16.18万,15.78万,17.68万
厂商,开瑞汽车,开瑞汽车,开瑞汽车,开瑞汽车,开瑞汽车,开瑞汽车,开瑞汽车,开瑞汽车,开瑞汽车
卫星导航系统,-,-,-,-,-,-,-,-,-
助力类型,,,,,,,,,
副座椅调节方式,,,,,,,,,
前轮距(mm),-,-,-,-,-,-,-,-,-
前轮胎规格,,,,,,,,,
前排座椅功能,-,-,-,-,-,-,-,-,-
前悬架类型,,,,,,,,,
前制动器类型,,,,,,,,,
前/后驻车雷达,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●,前-&nbsp;/&nbsp;后●
前/后电动车窗,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-,前●&nbsp;/&nbsp;后-
前/后排头部气囊(气帘),-,-,-,-,-,-,-,-,-
前/后排侧气囊,-,-,-,-,-,-,-,-,-
前/后中央扶手,-,-,-,-,-,-,-,-,-
刹车辅助(EBA/BAS/BA等),-,-,-,-,-,-,-,-,-
制动力分配(EBD/CBC等),●,●,●,●,●,●,●,●,●
内后视镜功能,-,-,-,-,-,-,-,-,-
全液晶仪表盘,-,-,-,-,-,-,-,-,-
主座椅调节方式,,,,,,,,,
主动刹车/主动安全系统,-,-,-,-,-,-,-,-,-
主/副驾驶座电动调节,-,-,-,-,-,-,-,-,-
主/副驾驶座安全气囊,-,-,-,-,-,-,-,-,-
中控彩色屏幕,,-,,-,,-,,-,-
中控屏幕尺寸,-,-,-,-,-,-,-,-,-
上市时间,2021.02,2021.02,2021.02,2021.02,2022.08,2022.08,2022.08,2022.08,2023.01
上坡辅助,-,-,-,-,-,-,-,-,-
USB/Type-C接口数量,-,-,-,-,-,-,-,-,-
OTA升级,-,-,-,-,-,-,-,-,-
NEDC纯电续航里程(km)_y,350,350,270,270,350,350,270,270,270
NEDC纯电续航里程(km)_x,350,350,270,270,350,350,270,270,270
LED日间行车灯,-,-,-,-,-,-,-,-,-
ISOFIX儿童座椅接口,-,-,-,-,-,-,-,-,-
ABS防抱死,●,●,●,●,●,●,●,●,●
